step,robot_id,robot_x,robot_z,robot_yaw,step_time,listen_s,behavior_flag,is_random,target_object,target_coordinate,target_coord_estimation_error,concentration,sound_active,sound_detected,sound_doa_deg,sound_level_db,n_doa_samples,doa_sigma_eff,gt_distance_from_source,Bayesian_entropy,visual_entropy,sound_entropy,fused_entropy,semantic_entropy,trigger_stat,trigger_V,trigger_O,trigger_A,dist_to_target
0,0,2.0,0.5,270.0,1.331411600112915,0.0,Initialization,False,GarbageCan,"-2.10, 0.18, 2.11",0.18515624541739825,3.5737268176318384,False,False,,,,,4.220221785057503,8.679935820219132,8.777944600813646,8.915879378835774,8.427255867589183,1.3444439320905126,0.9451962627033214,,,,
1,0,2.0,0.75,288.35107421875,1.2686305046081543,0.0,search,False,GarbageCan,"-2.09, 0.18, 2.09",0.16796697520345746,3.478312592630245,False,False,,,,,4.136214595240882,8.556604443327611,8.72622761024893,8.915879378835774,8.232414853301076,1.2918210547228508,0.9233430044873551,,,,
2,0,2.0,1.0,284.9226989746094,1.3370304107666016,0.0,search,False,GarbageCan,"-2.08, 0.18, 2.07",0.15212815091537174,3.579109949556188,False,False,,,,,4.065866505518036,8.45072735284618,8.683755072365445,8.915879378835774,8.074093644666206,1.2492590188905244,0.9055857870657412,,,,
3,0,2.0,1.25,281.3639221191406,1.539381980895996,0.0,search,False,GarbageCan,"-2.10, 0.18, 2.07",0.1714728933899095,3.863335617154916,False,False,,,,,4.009896470422048,8.342310475589578,8.653015241382201,8.915879378835774,7.925591324702517,1.2211278163860608,0.8889298506567989,,,,
4,0,2.0,1.5,277.9147644042969,1.6485354900360107,0.0,search,False,GarbageCan,"-2.08, 0.18, 2.05",0.14799673400501057,3.7482056000571697,False,False,,,,,3.9689128191877625,8.223616514246476,8.625140382848036,8.915879378835774,7.765128103032319,1.1961215603331996,0.8709323862618565,,,,
5,0,2.0,1.75,274.2053527832031,1.47294020652771,0.0,search,False,GarbageCan,"-2.08, 0.18, 2.05",0.14799673400501057,3.935087955918685,False,False,,,,,3.943382840800866,8.09524128264546,8.60204011086508,8.915879378835774,7.597557391611313,1.1748212191391314,0.8521377498271399,,,,
6,0,2.0,2.0,270.7021179199219,1.7792823314666748,0.0,search,False,GarbageCan,"-2.09, 0.18, 2.04",0.15688547478032575,3.8941187701261577,False,False,,,,,3.933607439988447,7.944872005394668,8.58150315806476,8.915879378835774,7.400929017712507,1.1554846151530815,0.8300840223658243,,,,
7,0,1.75,2.0,270.5968017578125,1.5623629093170166,0.0,search,False,GarbageCan,"-2.07, 0.18, 2.03",0.1365031238400094,4.218265190207615,False,False,,,,,3.683614695888357,7.775726100124302,8.563410258209261,8.915879378835774,7.174074065866106,1.1373543728115336,0.804640098978424,,,,
8,0,1.5,2.0,270.4814758300781,1.6030185222625732,0.0,search,False,GarbageCan,"-2.08, 0.17, 2.03",0.1465028745498517,4.476823180363413,False,False,,,,,3.433623008368404,7.595261037139026,8.5479436405269,8.915879378835774,6.935315832844049,1.12115696255826,0.7778611102912493,,,,
9,0,1.25,2.0,270.51617431640625,1.644247055053711,0.0,search,False,GarbageCan,"-2.06, 0.17, 2.03",0.12650341254208294,4.767726448928512,False,False,,,,,3.1836326263294112,7.42533324073369,8.534757745248672,8.915879378835774,6.7150250636334565,1.1035708398892485,0.7531534219241869,,,,
10,0,1.0,2.0,270.56170654296875,1.8865110874176025,0.0,search,False,GarbageCan,"-2.08, 0.16, 2.03",0.1465028745498517,5.18050846257992,False,False,,,,,2.933643883510969,7.255965412506116,8.521070043527914,8.915879378835774,6.486306935609544,1.084805965674356,0.7275005257480861,,,,
11,0,-1.5,2.0,273.06646728515625,1.656968593597412,0.0,goal_navigation,False,GarbageCan,"-2.06, 0.16, 2.03",0.12650341254208294,5.799142954968035,False,False,,,,,0.4344695542652694,7.082149497265027,8.506182145108887,8.915879378835774,6.235048465340844,1.0646355973376374,0.6993195175050708,,,,0.561
